Source,Target,Weight,Label
dhq-000093,bakhtin1965,2,bakhtin1965
dhq-000093,stouck1969,2,stouck1969
dhq-000093,nagel2001,3,nagel2001
dhq-000093,galloway2004,1,galloway2004
dhq-000093,ciancio1972,1,ciancio1972
dhq-000093,benjamin2004,1,benjamin2004
dhq-000093,mencken1919,1,mencken1919
dhq-000093,haraway2004,1,haraway2004
dhq-000093,jones1919,2,jones1919
dhq-000093,chambers2006,1,chambers2006
dhq-000093,suvin1972,2,suvin1972
dhq-000093,benjamin2002,8,benjamin2002
dhq-000093,oed,5,oed
dhq-000093,masters1915,1,masters1915
dhq-000093,shaviro2003,5,shaviro2003
dhq-000093,hemingway1926,1,hemingway1926
dhq-000093,bordwell2006,3,bordwell2006
dhq-000093,broun1919,2,broun1919
dhq-000093,howard2008,1,howard2008
dhq-000093,fussell1960,2,fussell1960
dhq-000093,cowley1960,3,cowley1960
dhq-000093,bassett2006,1,bassett2006
dhq-000093,castellucci1998,4,castellucci1998
dhq-000093,spiller1972,1,spiller1972
dhq-000093,enniss1990,1,enniss1990
dhq-000093,hayles1999,2,hayles1999
dhq-000093,barthes1974,1,barthes1974
dhq-000093,spencer1969,1,spencer1969
dhq-000093,andersonm1919,3,andersonm1919
dhq-000093,castells2004,3,castells2004
dhq-000093,toomer1923,1,toomer1923
dhq-000093,marcus2008,2,marcus2008
dhq-000093,frost1942,1,frost1942
dhq-000093,faulkner1938,1,faulkner1938
dhq-000093,mchale2006,2,mchale2006
dhq-000093,galloway2007,4,galloway2007
dhq-000093,granholm1962,4,granholm1962
dhq-000093,halliwell2004,2,halliwell2004
dhq-000093,sontag1966,2,sontag1966
dhq-000093,love2008,3,love2008
dhq-000093,bakhtin1984,1,bakhtin1984
dhq-000093,gniadek2005,2,gniadek2005
dhq-000093,kazin1982,1,kazin1982
dhq-000093,andersons1919,44,andersons1919
dhq-000094,denning1997,8,denning1997
dhq-000094,josephson1932,2,josephson1932
dhq-000094,dospassos1932,6,dospassos1932
dhq-000094,sartre1947,2,sartre1947
dhq-000094,kadlec2004,3,kadlec2004
dhq-000094,sartre1960,6,sartre1960
dhq-000094,tichi1987,2,tichi1987
dhq-000094,dospassos1936,5,dospassos1936
dhq-000094,dospassos1930,2,dospassos1930
dhq-000094,bordwell2008,2,bordwell2008
dhq-000094,cowley1936,2,cowley1936
dhq-000094,cowley,2,cowley
dhq-000094,sinclair1930,2,sinclair1930
dhq-000094,irr1998,3,irr1998
dhq-000094,phillips1992,3,phillips1992
dhq-000094,jameson1971,2,jameson1971
dhq-000094,bourne1916,1,bourne1916
dhq-000094,ludington1980,5,ludington1980
dhq-000096,solomons1896,3,solomons1896
dhq-000096,whittier1999,1,whittier1999
dhq-000096,shannon1949,2,shannon1949
dhq-000096,bush1945,3,bush1945
dhq-000096,vandusen1996,1,vandusen1996
dhq-000096,gonzalez2004,2,gonzalez2004
dhq-000096,schwenger2001,2,schwenger2001
dhq-000096,times1944,2,times1944
dhq-000096,shenk1997,2,shenk1997
dhq-000096,greenspan1999,2,greenspan1999
dhq-000096,norton2004,2,norton2004
dhq-000096,hazlitt1944,2,hazlitt1944
dhq-000096,stein1984,18,stein1984
dhq-000096,castells2000,2,castells2000
dhq-000096,stein,2,stein
dhq-000096,wikipedia,3,wikipedia
dhq-000096,whittier2001,3,whittier2001
dhq-000096,stein1990,5,stein1990
dhq-000096,dydo2003,2,dydo2003
dhq-000096,bbc1945,2,bbc1945
dhq-000096,stein1974,2,stein1974
dhq-000096,meyer2001,2,meyer2001
dhq-000096,will2004,2,will2004
dhq-000097,bourne1916,2,bourne1916
dhq-000097,bell2002,2,bell2002
dhq-000097,landow1994,3,landow1994
dhq-000098,munroe2009,2,munroe2009
dhq-000098,brown2010,4,brown2010
dhq-000098,thornton1996,8,thornton1996
dhq-000098,neef2006,2,neef2006
dhq-000098,gitelman1999,2,gitelman1999
dhq-000098,tanenbaum2009,3,tanenbaum2009
dhq-000098,johnston1939,2,johnston1939
dhq-000098,derrida1982,3,derrida1982
dhq-000098,whalen2008,2,whalen2008
dhq-000098,mcgill1997,2,mcgill1997
dhq-000098,oed1989,2,oed1989
dhq-000098,marion1993,2,marion1993
dhq-000098,mcshea2010,2,mcshea2010
dhq-000098,dibbell2001,2,dibbell2001
dhq-000098,dhq-000010,1,dhq-000010
dhq-000098,drucker1997,2,drucker1997
dhq-000098,mcmahan2003,2,mcmahan2003
dhq-000098,myers2003,4,myers2003
dhq-000098,galloway2006,4,galloway2006
dhq-000098,alt2002,2,alt2002
dhq-000098,wikipedia2010b,2,wikipedia2010b
dhq-000098,montfort2004,4,montfort2004
dhq-000098,tringali2009,3,tringali2009
dhq-000098,harpold2009,2,harpold2009
dhq-000098,dhq-000009,2,dhq-000009
dhq-000098,eskelinen2001,2,eskelinen2001
dhq-000098,bolter2003,3,bolter2003
dhq-000098,wikipedia2010a,2,wikipedia2010a
dhq-000098,birkerts2006,4,birkerts2006
dhq-000098,barton2008,3,barton2008
dhq-000098,boym2002,3,boym2002
dhq-000098,montfort2005,1,montfort2005
dhq-000098,dhq-000101,1,dhq-000101
dhq-000098,plamondon2000,3,plamondon2000
dhq-000098,kirschenbaum2008,3,kirschenbaum2008
dhq-000099,coover1992,2,coover1992
dhq-000099,rosenberg1968,2,rosenberg1968
dhq-000099,gallix2008,2,gallix2008
dhq-000099,mcnamara2007,2,mcnamara2007
dhq-000099,aciman2009,2,aciman2009
dhq-000099,zuern2009,2,zuern2009
dhq-000099,greenberg1960,2,greenberg1960
dhq-000099,burger1984,2,burger1984
dhq-000099,stefans2000,3,stefans2000
dhq-000099,eloai2010,1,eloai2010
dhq-000099,wardrip2009,2,wardrip2009
dhq-000099,rich2008,2,rich2008
dhq-000099,rosenberg1996,2,rosenberg1996
dhq-000099,foster1996,2,foster1996
dhq-000099,pressman2008,3,pressman2008
dhq-000099,miller1998,1,miller1998
dhq-000099,raley2002,2,raley2002
dhq-000099,ricardo2009,2,ricardo2009
dhq-000099,biggs2007,2,biggs2007
dhq-000099,marinetti1909,2,marinetti1909
dhq-000099,koskimaa2010,2,koskimaa2010
dhq-000099,rancière2004,3,rancière2004
dhq-000099,bigelow2008,1,bigelow2008
dhq-000099,rettberg2008,3,rettberg2008
dhq-000099,drucker2005,2,drucker2005
dhq-000100,virilio1997,3,virilio1997
dhq-000100,mcluhan1992,2,mcluhan1992
dhq-000100,ovid1999,2,ovid1999
dhq-000100,detienne1978,1,detienne1978
dhq-000100,agamben2007,3,agamben2007
dhq-000100,virilio2003,1,virilio2003
dhq-000100,pound1996,2,pound1996
dhq-000100,blanchot1981,2,blanchot1981
dhq-000100,virilio1999,7,virilio1999
dhq-000100,britt2008,2,britt2008
dhq-000100,arendt1978,1,arendt1978
dhq-000100,huizinga1950,2,huizinga1950
dhq-000100,abrams1971,1,abrams1971
dhq-000101,short2003,1,short2003
dhq-000101,wikipedia2009,2,wikipedia2009
dhq-000101,mitchell1994,2,mitchell1994
dhq-000101,loizeaux2008,4,loizeaux2008
dhq-000101,hollander1995,2,hollander1995
dhq-000101,short2009,3,short2009
dhq-000101,gaudreault2009,2,gaudreault2009
dhq-000101,heffernan2004,4,heffernan2004
dhq-000101,koelb2006,4,koelb2006
dhq-000101,krieger1992,2,krieger1992
dhq-000101,drucker2002,2,drucker2002
dhq-000101,chang2004,2,chang2004
dhq-000101,baggett1994,1,baggett1994
dhq-000101,douglass2007,10,douglass2007
dhq-000101,whalen2008,2,whalen2008
dhq-000101,chatman2004,2,chatman2004
dhq-000101,dibbell2001,2,dibbell2001
dhq-000101,dhq-000010,6,dhq-000010
dhq-000101,short2008,2,short2008
dhq-000101,montfort2000,2,montfort2000
dhq-000101,short2000,1,short2000
dhq-000101,nelson2001,2,nelson2001
dhq-000101,mitchell1990,4,mitchell1990
dhq-000101,blank1980,2,blank1980
dhq-000101,schwenger1999,3,schwenger1999
dhq-000101,bond2006,3,bond2006
dhq-000101,dhq-000009,2,dhq-000009
dhq-000101,mccloud1993,2,mccloud1993
dhq-000101,ingold2000,2,ingold2000
dhq-000101,bolter2003,2,bolter2003
dhq-000101,wolf2002,3,wolf2002
dhq-000101,short2002,1,short2002
dhq-000101,wettlaufer2003,2,wettlaufer2003
dhq-000101,mcgann1991,2,mcgann1991
dhq-000101,wolf1997,2,wolf1997
dhq-000101,montfort2005,8,montfort2005
dhq-000101,aarseth1997,4,aarseth1997
dhq-000101,loguidice2004,2,loguidice2004
dhq-000101,salen2003,2,salen2003
dhq-000101,mitchell2009,2,mitchell2009
dhq-000102,hayles1999b,6,hayles1999b
dhq-000102,ball2004,2,ball2004
dhq-000102,kittler1999,6,kittler1999
dhq-000102,hayles2002,2,hayles2002
dhq-000102,strain2004,2,strain2004
dhq-000102,mitchell2003,2,mitchell2003
dhq-000102,kendrick2001,4,kendrick2001
dhq-000102,drucker2002,3,drucker2002
dhq-000102,mitchell2008,2,mitchell2008
dhq-000102,grusin1996,2,grusin1996
dhq-000102,haraway2004,2,haraway2004
dhq-000102,burgess2003,3,burgess2003
dhq-000102,hansen2006,4,hansen2006
dhq-000102,mcgann2004,3,mcgann2004
dhq-000102,strain2003,3,strain2003
dhq-000102,easterling1992,2,easterling1992
dhq-000102,andersen2004,4,andersen2004
dhq-000102,hayles2005,4,hayles2005
dhq-000102,gutierrez,1,gutierrez
dhq-000102,wardrip2009,2,wardrip2009
dhq-000102,hansen2000,4,hansen2000
dhq-000102,hockey2000,4,hockey2000
dhq-000102,coover2002,2,coover2002
dhq-000102,pickering1995,2,pickering1995
dhq-000102,latour1993,2,latour1993
dhq-000102,hocks2003,4,hocks2003
dhq-000102,coover2008,2,coover2008
dhq-000102,mccarty2005,2,mccarty2005
dhq-000102,tuana2001,3,tuana2001
dhq-000102,ifbook,1,ifbook
dhq-000102,markley2001,3,markley2001
dhq-000102,ogorman2005,2,ogorman2005
dhq-000102,latour1999,2,latour1999
dhq-000102,vannatta2005,2,vannatta2005
dhq-000102,aarseth1997,5,aarseth1997
dhq-000102,bolter2000,3,bolter2000
dhq-000102,hayles1999a,4,hayles1999a
dhq-000102,ogorman2006,3,ogorman2006
dhq-000102,kirschenbaum2008,2,kirschenbaum2008
dhq-000103,bull2005,5,bull2005
dhq-000103,ong2002,2,ong2002
dhq-000103,knowltona,2,knowltona
dhq-000103,amazon,3,amazon
dhq-000103,miall2001,2,miall2001
dhq-000103,greenetal2004,5,greenetal2004
dhq-000103,khaled2010,2,khaled2010
dhq-000103,bogost2007,2,bogost2007
dhq-000103,harvey2000,2,harvey2000
dhq-000103,rober2006,2,rober2006
dhq-000103,greenspan2011,2,greenspan2011
dhq-000103,micallef2003,2,micallef2003
dhq-000103,knowltonb,2,knowltonb
dhq-000103,bherer2009,1,bherer2009
dhq-000103,ryan1980,2,ryan1980
dhq-000103,pressman2007,2,pressman2007
dhq-000103,evans2010,2,evans2010
dhq-000103,hayles2005,2,hayles2005
dhq-000103,benton2000,2,benton2000
dhq-000103,hight2010,2,hight2010
dhq-000103,philips2007,3,philips2007
dhq-000103,bernstein2003,2,bernstein2003
dhq-000103,whitson2008,2,whitson2008
dhq-000103,gerrig1993,2,gerrig1993
dhq-000103,lovlie2009,3,lovlie2009
dhq-000103,emmott1998,2,emmott1998
dhq-000103,schafer2010,1,schafer2010
dhq-000103,eaket2008,2,eaket2008
dhq-000103,raley2010,4,raley2010
dhq-000103,giles2009,2,giles2009
dhq-000103,proboscis,2,proboscis
dhq-000103,klima2006,1,klima2006
dhq-000103,ryan2004,2,ryan2004
dhq-000103,galloway2010,4,galloway2010
dhq-000103,green2004,2,green2004
dhq-000103,murray1997,2,murray1997
dhq-000103,mitchell1996,2,mitchell1996
dhq-000103,boluk2011,1,boluk2011
dhq-000103,spellman2004,2,spellman2004
dhq-000103,barr2008,2,barr2008
dhq-000103,marin1984,3,marin1984
dhq-000103,rueb2005,1,rueb2005
dhq-000103,rueb1996,1,rueb1996
dhq-000103,rothbauer2009,1,rothbauer2009
dhq-000103,pope2006,2,pope2006
dhq-000104,howe2011,2,howe2011
dhq-000104,michel2011,2,michel2011
dhq-000104,wardrip-fruin2009,2,wardrip-fruin2009
dhq-000104,battelle2006,2,battelle2006
dhq-000104,nunberg2009,2,nunberg2009
dhq-000104,lethem2007,2,lethem2007
dhq-000104,watts2010,2,watts2010
dhq-000104,goldsmith2003,2,goldsmith2003
dhq-000104,beckett1995,1,beckett1995
dhq-000104,bosker2010a,1,bosker2010a
dhq-000104,beckett1964,2,beckett1964
dhq-000104,diski2011,2,diski2011
dhq-000104,montaigne1910,2,montaigne1910
dhq-000104,bosker2010b,2,bosker2010b
dhq-000104,shields2010,2,shields2010
dhq-000105,freud1965,2,freud1965
dhq-000105,gochenour2006,1,gochenour2006
dhq-000105,brooks2010,2,brooks2010
dhq-000105,bush1945,3,bush1945
dhq-000105,licklider1968,3,licklider1968
dhq-000105,bush1944,2,bush1944
dhq-000105,feldman2008,2,feldman2008
dhq-000105,barthes1972,1,barthes1972
dhq-000105,flusser2005,2,flusser2005
dhq-000105,mcculloch1943,4,mcculloch1943
dhq-000105,koppe1983,7,koppe1983
dhq-000105,bogost2006,2,bogost2006
dhq-000105,baran1964,2,baran1964
dhq-000105,foucault1982,2,foucault1982
dhq-000105,cohen2010,2,cohen2010
dhq-000105,abraham2002,3,abraham2002
dhq-000105,bey1991,2,bey1991
dhq-000105,waldrop2001,3,waldrop2001
dhq-000105,licklider1960,2,licklider1960
dhq-000105,hayles2010,2,hayles2010
dhq-000105,wolfe2000,2,wolfe2000
dhq-000106,moretti2000,2,moretti2000
dhq-000106,waltzer2010,3,waltzer2010
dhq-000106,dhq-000055,3,dhq-000055
dhq-000106,kirschenbaum2010b,2,kirschenbaum2010b
dhq-000106,ramsay2010,2,ramsay2010
dhq-000106,mcgann2009,2,mcgann2009
dhq-000106,ramsay2009,2,ramsay2009
dhq-000106,young2009,2,young2009
dhq-000106,jones2010,2,jones2010
dhq-000106,surname2009,1,surname2009
dhq-000106,bauerlein2010,3,bauerlein2010
dhq-000106,graff2009,2,graff2009
dhq-000106,krause2010,2,krause2010
dhq-000106,fitzpatrick2009,2,fitzpatrick2009
dhq-000106,drucker2003,2,drucker2003
dhq-000106,brier2010,2,brier2010
dhq-000106,mcgann1997,1,mcgann1997
dhq-000106,mcgann2001,2,mcgann2001
dhq-000106,mcgann2010,2,mcgann2010
dhq-000106,nowviskie2010,2,nowviskie2010
dhq-000106,kirschenbaum2010a,2,kirschenbaum2010a
dhq-000106,carr2010,3,carr2010
dhq-000106,eliot1994,2,eliot1994
dhq-000106,latham2004,5,latham2004
dhq-000106,bauerlein2008,2,bauerlein2008
dhq-000106,ramsay2011,2,ramsay2011
dhq-000106,bergmann2010,2,bergmann2010
dhq-000106,austen2005,9,austen2005
dhq-000106,parry2009,3,parry2009
dhq-000106,liu2009,2,liu2009
dhq-000107,cohen2005,2,cohen2005
dhq-000107,TOGAF2006,3,TOGAF2006
dhq-000107,ACLS2006,2,ACLS2006
dhq-000107,hughes2004,2,hughes2004
dhq-000107,scheinfeldt2010,2,scheinfeldt2010
dhq-000107,zachman1987,2,zachman1987
dhq-000107,black2001,2,black2001
dhq-000107,times2011,2,times2011
dhq-000107,bamboo2008,3,bamboo2008
dhq-000107,copeland2006,2,copeland2006
dhq-000107,kirschenbaum2007,3,kirschenbaum2007
dhq-000107,willinsky2006,2,willinsky2006
dhq-000107,williams2007,2,williams2007
dhq-000107,davidson2009,2,davidson2009
dhq-000107,bradwell2009,2,bradwell2009
dhq-000108,kittler1999,1,kittler1999
dhq-000108,noland1999,1,noland1999
dhq-000108,dhq-000040,1,dhq-000040
dhq-000108,ulmer2003,1,ulmer2003
dhq-000108,nichols2009,2,nichols2009
dhq-000108,saper2010,1,saper2010
dhq-000108,brown1951,1,brown1951
dhq-000108,mcgann2009,2,mcgann2009
dhq-000108,brown1932,1,brown1932
dhq-000108,brown1931,2,brown1931
dhq-000108,stein1955,1,stein1955
dhq-000108,mcgann2000,1,mcgann2000
dhq-000108,shaviro2003,1,shaviro2003
dhq-000108,feal2009,2,feal2009
dhq-000108,saper2009,1,saper2009
dhq-000108,ford1980,1,ford1980
dhq-000108,simanowski2010,2,simanowski2010
dhq-000108,boyle1968,1,boyle1968
dhq-000108,watten2003,1,watten2003
dhq-000108,dworkin1999,1,dworkin1999
dhq-000108,kittler1990,1,kittler1990
dhq-000108,perloff1991,1,perloff1991
dhq-000108,drucker1996,1,drucker1996
dhq-000108,carruthers1998,3,carruthers1998
dhq-000108,ford1987,1,ford1987
dhq-000108,mcgann2001,6,mcgann2001
dhq-000108,brown1952,1,brown1952
dhq-000108,nancy2005,2,nancy2005
dhq-000108,north2002,1,north2002
dhq-000108,petrucci1999,1,petrucci1999
dhq-000108,kostelanetz1991,1,kostelanetz1991
dhq-000108,clough2009,2,clough2009
dhq-000108,stallybrass2007,5,stallybrass2007
dhq-000108,descombes1980,2,descombes1980
dhq-000108,butler2004,1,butler2004
dhq-000108,mcgann1993,1,mcgann1993
dhq-000108,dworkin2003,1,dworkin2003
dhq-000108,ulmer1987,1,ulmer1987
dhq-000108,north2005,1,north2005
dhq-000108,paulson1988,1,paulson1988
dhq-000108,johns1937,1,johns1937
dhq-000108,rasula1998,1,rasula1998
dhq-000109,norman2010,2,norman2010
dhq-000109,hayles2002,1,hayles2002
dhq-000109,krauss1999,1,krauss1999
dhq-000109,negroponte1995,2,negroponte1995
dhq-000109,haraway1991,1,haraway1991
dhq-000109,vicas1998,2,vicas1998
dhq-000109,klein2004,1,klein2004
dhq-000109,bal1999,1,bal1999
dhq-000109,bal2000,1,bal2000
dhq-000109,purgar2006,1,purgar2006
dhq-000109,lambert2004,1,lambert2004
dhq-000109,glazier2002,2,glazier2002
dhq-000109,hayles1999,1,hayles1999
dhq-000109,murray2008,1,murray2008
dhq-000109,deleuze1993,1,deleuze1993
dhq-000109,kurzweil2001,2,kurzweil2001
dhq-000109,calabrese1992,1,calabrese1992
dhq-000109,eliot1921,1,eliot1921
dhq-000109,ndalianis2004,1,ndalianis2004
dhq-000109,thacker2008,2,thacker2008
dhq-000110,aguado2009,2,aguado2009
dhq-000110,friesen2009,2,friesen2009
dhq-000110,pirandello1990,2,pirandello1990
dhq-000110,cubitt2005,2,cubitt2005
dhq-000110,mcquail2010,2,mcquail2010
dhq-000110,purcell2006,2,purcell2006
dhq-000110,bauman2007,2,bauman2007
dhq-000110,liewrouw2009,2,liewrouw2009
dhq-000110,beck2000,2,beck2000
dhq-000110,morley2007,2,morley2007
dhq-000110,harvey1990,3,harvey1990
dhq-000110,bolter1996,2,bolter1996
dhq-000110,buckingham2008,2,buckingham2008
dhq-000110,deuze2007,2,deuze2007
dhq-000110,lash2002,2,lash2002
dhq-000110,castells2007,1,castells2007
dhq-000110,manovich2001,1,manovich2001
dhq-000110,foucault1984,2,foucault1984
dhq-000110,jenkins2006,2,jenkins2006
dhq-000110,sloterdijk2004,2,sloterdijk2004
dhq-000110,kittler2009,1,kittler2009
dhq-000110,maturana1997,2,maturana1997
dhq-000110,deblock2010,1,deblock2010
dhq-000110,boyd2008,1,boyd2008
dhq-000110,garnham2000,2,garnham2000
dhq-000110,bauman2000,2,bauman2000
dhq-000110,castells2001,2,castells2001
dhq-000110,downing2007,2,downing2007
dhq-000110,dejong2006,1,dejong2006
dhq-000110,hjardvard2008,3,hjardvard2008
dhq-000110,wellman2002,4,wellman2002
dhq-000110,bennett2008,3,bennett2008
dhq-000110,postmes1998,2,postmes1998
dhq-000110,sennett2006,2,sennett2006
dhq-000110,strate2006,2,strate2006
dhq-000110,bennett2008b,1,bennett2008b
dhq-000110,zizek2006,1,zizek2006
dhq-000110,context2002,2,context2002
dhq-000110,arthur2009,2,arthur2009
dhq-000110,ecar2008,2,ecar2008
dhq-000110,duncombe2007,3,duncombe2007
dhq-000110,hearn2008,3,hearn2008
dhq-000110,couldry2004,2,couldry2004
dhq-000110,castells2009,2,castells2009
dhq-000110,inglehart2000,2,inglehart2000
dhq-000110,boyd2007,1,boyd2007
dhq-000110,inglehart1997,2,inglehart1997
dhq-000110,montgomery2009,3,montgomery2009
dhq-000110,bauman2006,2,bauman2006
dhq-000110,hartley2000,2,hartley2000
dhq-000110,lundby2009,2,lundby2009
dhq-000110,paprocki2009,2,paprocki2009
dhq-000110,ecar2010,2,ecar2010
dhq-000110,jameson1991,2,jameson1991
dhq-000110,nietzsche1977,3,nietzsche1977
dhq-000110,bauman2009,4,bauman2009
dhq-000110,canclini2001,2,canclini2001
dhq-000110,bolin2009,1,bolin2009
dhq-000110,lifescreen,2,lifescreen
dhq-000110,larvalsubjects,2,larvalsubjects
dhq-000110,silverstone2007,2,silverstone2007
dhq-000110,habuchi2005,2,habuchi2005
dhq-000110,rainie2010,1,rainie2010
dhq-000110,urry2007,1,urry2007
dhq-000110,luhmann2000,2,luhmann2000
dhq-000110,giddens1991,2,giddens1991
dhq-000110,kittler1998,2,kittler1998
dhq-000110,kittler1996,2,kittler1996
dhq-000110,thompson1995,3,thompson1995
dhq-000110,hesmondhalgh2008,4,hesmondhalgh2008
dhq-000110,bauman2005,2,bauman2005
dhq-000110,bruns2005,2,bruns2005
dhq-000110,rasmussen2000,2,rasmussen2000
dhq-000110,zizek2008,3,zizek2008
dhq-000110,beck1992,2,beck1992
dhq-000110,bbc,2,bbc
dhq-000110,habermas2001,2,habermas2001
dhq-000110,levy1997,2,levy1997
